seq1	>ref-NC_003790.1 Chicken astrovirus, complete genome-table4-Astroviridae-HMM53-511_86.0-ORF53
seq86	>nrnt-MG599914 Zhejiang chinese fire belly newt astrovirus 1 strain DFRYG3979V1 ORF1ab and capsid protein genes, complete cds.-table4-Astroviridae-HMM161-538_55.0-ORF45
seq87	>nrnt-MG599911 Huanan hylidae astrovirus strain HNYWC54030 ORF1ab and capsid protein genes, complete cds.-table4-Astroviridae-HMM128-516_61.0-ORF43
seq88	>nrnt-MG599910 Hainan black-spectacled toad astrovirus 2 strain HKCCC7872 ORF1ab and capsid protein genes, complete cds.-table6-Astroviridae-HMM57-521_81.0-ORF40
seq89	>nrnt-MG599908 Hainan marbled pigmy frog astrovirus 1 strain HJWCGF4813 ORF1ab and capsid protein genes, complete cds.-table6-Astroviridae-HMM80-458_65.0-ORF42
seq90	>nrnt-MG599903 Wuhan asiatic toad astrovirus strain WHHM73969 ORF1ab and capsid protein genes, complete cds.-table6-Astroviridae-HMM78-466_67.0-ORF46
seq91	>nrnt-MG599901 Wenling lepidotrigla astrovirus strain YXMC64648 ORF1ab and capsid protein genes, complete cds.-table4-Astroviridae-HMM74-484_65.0-ORF58
seq92	>nrnt-MG599898 Wenling rattails astrovirus 5 strain XYHYC190343 polyprotein gene, complete cds.-table4-Astroviridae-HMM105-517_35.0-ORF53
seq93	>nrnt-MG599897 Wenling rattails astrovirus 4 strain XYHYC192174 ORF1a, ORF1b, and capsid protein genes, complete cds.-table4-Astroviridae-HMM288-705_57.0-ORF39
seq94	>nrnt-MG599893 Wenling rattails astrovirus 1 strain XYHYC191403 ORF1ab and capsid protein genes, complete cds.-table6-Astroviridae-HMM95-492_69.0-ORF53
seq95	>nrnt-MG599892 Dongbei arctic lamprey astrovirus 4 strain QSMS17426 ORF1a, ORF1b, and capsid protein genes, complete cds.-table4-Astroviridae-HMM76-484_75.0-ORF53
seq96	>nrnt-MG599890 Dongbei arctic lamprey astrovirus 2 strain QSMS18873 ORF1ab and capsid protein genes, complete cds.-table6-Astroviridae-HMM149-579_73.0-ORF54
seq97	>nrnt-MG599887 Dongtou red stingray astrovirus strain DTHH2075 ORF1ab and capsid protein genes, complete cds.-table4-Astroviridae-HMM89-484_68.0-ORF46
seq98	>nrnt-MG599883 Beihai cephalopholis spiloparaea astrovirus strain LXMC182963 hypothetical protein, ORF1ab, and capsid protein genes, complete cds.-table4-Astroviridae-HMM217-610_33.0-ORF52
seq99	>nrnt-MG599882 Wenling banjofish astrovirus strain LXMC75461 ORF1a, ORF1b, and capsid protein genes, complete cds.-table4-Astroviridae-HMM84-479_43.0-ORF42
seq100	>ref-NC_034975 California sea lion astrovirus 2 RNA-dependent RNA polymerase gene, partial cds; and capsid protein gene, complete cds.-table6-Astroviridae-HMM1-324_81.0-ORF11
seq101	>nrnt-EU847145 Mamastrovirus 16 isolate AFCD11 polyprotein 1AB gene, partial cds; and capsid protein precursor, gene, complete cds.-table4-Astroviridae-HMM1-246_88.0-ORF9
seq102	>nrnt-EU847144 Mamastrovirus 14 isolate AFCD57 polyprotein 1AB gene, partial cds; and capsid protein precursor, gene, complete cds.-table6-Astroviridae-HMM1-247_70.0-ORF11
seq103	>nrnt-FJ890355 Bottlenose dolphin astrovirus 1 RNA-dependent RNA polymerase gene, partial cds; and capsid protein gene, complete cds.-table6-Astroviridae-HMM2-468_96.0-ORF19
seq104	>nrnt-FJ890354 Steller sea lion astrovirus 1 RNA-dependent RNA polymerase and capsid protein genes, partial cds.-table4-Astroviridae-HMM1-245_54.0-ORF13
seq105	>nrnt-FJ890351 Mamastrovirus 11 RNA-dependent RNA polymerase gene, partial cds; and capsid protein gene, complete cds.-table6-Astroviridae-HMM1-249_71.0-ORF10
seq106	>nrnt-EU847155 Mamastrovirus 18 isolate AFCD337 polyprotein 1AB and polyprotein 1a genes, partial cds; and capsid protein precursor, gene, complete cds.-table6-Astroviridae-HMM77-547_81.0-ORF21
seq107	>nrnt-EU847154 Bat astrovirus 1 isolate WCF214 polyprotein 1AB gene, partial cds.-table6-Astroviridae-HMM83-549_84.0-ORF25
seq108	>nrnt-EU847152 Bat astrovirus 1 isolate AFCD74 polyprotein 1AB gene, partial cds.-table4-Astroviridae-HMM100-565_82.0-ORF26
seq109	>nrnt-EU847151 Bat astrovirus 1 isolate AFCD77 polyprotein 1AB gene, partial cds.-table4-Astroviridae-HMM91-556_83.0-ORF28
seq110	>nrnt-EU847150 Bat astrovirus 1 isolate AFCD82 polyprotein 1AB gene, partial cds.-table6-Astroviridae-HMM84-549_84.0-ORF24
seq111	>nrnt-EU847149 Bat astrovirus 1 isolate WCF4 polyprotein 1AB gene, partial cds.-table4-Astroviridae-HMM90-555_83.0-ORF25
seq112	>nrnt-EU847147 Bat astrovirus 1 isolate WCF98 polyprotein 1AB gene, partial cds.-table6-Astroviridae-HMM73-537_86.0-ORF21
seq113	>nrnt-EU847146 Bat astrovirus 1 isolate WCF140 polyprotein 1AB gene, partial cds.-table6-Astroviridae-HMM74-539_86.0-ORF20
seq114	>nrnt-KY412126 Porcine astrovirus 2 strain GXNN144/2014 RNA-dependent RNA polymerase gene, partial cds; and capsid protein gene, complete cds.-table6-Astroviridae-HMM1-108_32.0-ORF4
seq115	>nrnt-KY412124 Porcine astrovirus 2 strain GXBS5/2013 RNA-dependent RNA polymerase gene, partial cds; and capsid protein gene, complete cds.-table6-Astroviridae-HMM1-130_57.0-ORF2
seq116	>nrnt-KT946735 Rodent astrovirus isolate HN-014, partial genome.-table6-Astroviridae-HMM55-509_74.0-ORF38
seq117	>nrnt-KT946734 Rodent astrovirus isolate HK-1998F, complete genome.-table4-Astroviridae-HMM110-573_77.0-ORF36
seq118	>nrnt-KT946731 Rodent astrovirus isolate HK-CWRN1RV, complete genome.-table6-Astroviridae-HMM57-511_74.0-ORF36
seq119	>nrnt-KT946730 Rodent astrovirus isolate HK-25315A, complete genome.-table6-Astroviridae-HMM58-512_65.0-ORF43
seq120	>nrnt-LT898434 Mamastrovirus 3 isolate PAstV/GER/L00855-K14_14-04/2014 genome assembly, complete genome: monopartite.-table6-Astroviridae-HMM70-522_73.0-ORF33
seq121	>nrnt-KY214438 Porcine astrovirus 2/BEL/15V010 isolate 15V010 ORF1, ORF1ab, and ORF2 genes, complete cds.-table6-Astroviridae-HMM70-522_73.0-ORF42
seq122	>nrnt-KY933399 Mamastrovirus 3 isolate U460 polyprotein, nonstructural protein, and capsid protein genes, partial cds.-table6-Astroviridae-HMM81-552_84.0-ORF34
seq123	>nrnt-KY933398 Mamastrovirus 4 isolate K456 polyprotein, nonstructural protein, and capsid protein genes, complete cds.-table6-Astroviridae-HMM52-506_75.0-ORF38
seq124	>nrnt-KY940077 Mamastrovirus 2 isolate U083, complete genome.-table6-Astroviridae-HMM70-522_73.0-ORF34
seq125	>nrnt-KY940075 Mamastrovirus 4 isolate K451, partial genome.-table6-Astroviridae-HMM53-507_75.0-ORF35
seq126	>nrnt-LC201615 Porcine astrovirus 5 genes for ORF1ab, ORF1a, ORF2, complete cds, strain: PoAstV5/JPN/HgTa2-1-3/2015.-table6-Astroviridae-HMM79-529_75.0-ORF39
seq127	>nrnt-LC201613 Porcine astrovirus 4 genes for ORF1ab, ORF1a, ORF2, complete cds, strain: PoAstV4/JPN/Ishi-Ya7-1/2015.-table6-Astroviridae-HMM52-506_75.0-ORF40
seq128	>nrnt-LC201609 Porcine astrovirus 4 genes for ORF1ab, ORF1a, ORF2, complete cds, strain: PoAstV4/JPN/MoI2-1-1/2015.-table6-Astroviridae-HMM52-506_75.0-ORF39
seq129	>nrnt-LC201606 Porcine astrovirus 4 genes for ORF1ab, ORF1a, ORF2, complete cds, strain: PoAstV4/JPN/HgTa2-1-1/2015.-table6-Astroviridae-HMM52-506_75.0-ORF38
seq130	>nrnt-LC201605 Porcine astrovirus 4 genes for ORF1ab, ORF1a, ORF2, complete cds, strain: PoAstV4/JPN/HkKa2-1/2015.-table6-Astroviridae-HMM52-506_75.0-ORF37
seq131	>nrnt-LC201601 Porcine astrovirus 4 genes for ORF1ab, ORF1a, ORF2, complete cds, strain: PoAstV4/JPN/Bu4-6-1/2014.-table6-Astroviridae-HMM52-506_75.0-ORF36
seq132	>nrnt-LC201594 Porcine astrovirus 2 genes for ORF1ab, ORF1a, ORF2, complete cds, strain: PoAstV2/JPN/Iba-464-4-1/2015.-table6-Astroviridae-HMM98-550_58.0-ORF41
seq133	>nrnt-LC201593 Porcine astrovirus 2 genes for ORF1ab, ORF1a, ORF2, complete cds, strain: PoAstV2/JPN/Ishi-Im3/2015.-table6-Astroviridae-HMM70-522_64.0-ORF38
seq134	>nrnt-LC201592 Porcine astrovirus 2 genes for ORF1ab, ORF1a, ORF2, complete cds, strain: PoAstV2/JPN/Ishi-Ya8/2015.-table6-Astroviridae-HMM98-550_69.0-ORF34
seq135	>nrnt-LC201591 Porcine astrovirus 2 genes for ORF1ab, ORF1a, ORF2, complete cds, strain: PoAstV2/JPN/Ishi-Ya7-2/2015.-table6-Astroviridae-HMM70-522_61.0-ORF31
seq136	>nrnt-LC201590 Porcine astrovirus 2 genes for ORF1ab, ORF1a, ORF2, complete cds, strain: PoAstV2/JPN/Ishi-Ya6/2015.-table6-Astroviridae-HMM70-522_73.0-ORF36
seq137	>nrnt-LC201589 Porcine astrovirus 2 genes for ORF1ab, ORF1a, ORF2, complete cds, strain: PoAstV2/JPN/Ishi-Ya4/2015.-table6-Astroviridae-HMM98-550_69.0-ORF37
seq138	>nrnt-LC201588 Porcine astrovirus 2 genes for ORF1ab, ORF1a, ORF2, complete cds, strain: PoAstV2/JPN/HgYa2-3/2015.-table6-Astroviridae-HMM70-522_64.0-ORF41
seq139	>nrnt-LC201587 Porcine astrovirus 2 genes for ORF1ab, ORF1a, ORF2, complete cds, strain: PoAstV2/JPN/HgOg2-4/2015.-table6-Astroviridae-HMM70-522_60.0-ORF30
seq140	>nrnt-KT956903 Bovine astrovirus isolate CH15, partial genome.-table6-Astroviridae-HMM87-558_83.0-ORF38
seq141	>nrnt-KX033447 Mamastrovirus 3 strain WBAstV/CH/2015, complete genome.-table6-Astroviridae-HMM52-506_75.0-ORF39
seq142	>nrnt-KX599354 Canine astrovirus strain HUN/2012/8 ORF1b gene, partial cds; and ORF2 gene, complete cds.-table6-Astroviridae-HMM1-250_70.0-ORF8
seq143	>nrnt-KX599352 Canine astrovirus strain HUN/2012/126, complete genome.-table6-Astroviridae-HMM58-518_79.0-ORF43
seq144	>nrnt-KX060809 Porcine astrovirus 4 strain CH/JXZS/2014, complete genome.-table6-Astroviridae-HMM95-549_70.0-ORF38
seq145	>nrnt-JF491430 Human astrovirus 3 isolate Rus-Nsc04-H355 putative serine protease gene, complete cds; putative RNA-dependent RNA polymerase gene, partial cds; and capsid precursor protein gene, complete cds.-table6-Astroviridae-HMM66-526_86.0-ORF43
seq146	>nrnt-KX645667 Mamastrovirus sp. strain MAstV-13/LAP11-A0091 RdRp gene, partial cds; and capsid protein gene, complete cds.-table6-Astroviridae-HMM1-227_61.0-ORF9
seq147	>nrnt-KT963071 Bovine astrovirus strain MAstV/Bov/ITA/2012/715 RNA-dependent RNA polymerase (ORF1) gene, partial cds; and capsid protein (ORF2) gene, complete cds.-table6-Astroviridae-HMM1-245_70.0-ORF9
seq148	>nrnt-KT963070 Water buffalo astrovirus strain MAstV/Buf/ITA/2013/750 RNA-dependent RNA polymerase (ORF1ab) gene, partial cds; and capsid protein (ORF2) gene, complete cds.-table6-Astroviridae-HMM1-246_58.0-ORF10
seq149	>nrnt-KT963069 Water buffalo astrovirus strain MAstV/Buf/ITA/2013/619 RNA-dependent RNA polymerase (ORF1ab) gene, partial cds; and capsid protein (ORF2) gene, complete cds.-table6-Astroviridae-HMM1-245_69.0-ORF6
seq150	>nrnt-JN420359 California sea lion astrovirus 11 isolate 9822 nonstructural protein gene, complete cds; putative RNA-dependent RNA polymerase gene, partial cds; and capsid precursor protein gene, complete cds.-table6-Astroviridae-HMM66-526_85.0-ORF41
seq151	>nrnt-JN420356 California sea lion astrovirus 9 isolate 1234 nonstructural protein gene, complete cds; putative RNA-dependent RNA polymerase gene, partial cds; and capsid precursor protein gene, complete cds.-table4-Astroviridae-HMM83-543_84.0-ORF48
seq152	>nrnt-JN420352 California sea lion astrovirus 5 isolate 1148 nonstructural protein gene, complete cds; and putative RNA-dependent RNA polymerase and capsid precursor protein genes, partial cds.-table6-Astroviridae-HMM62-522_86.0-ORF40
seq153	>nrnt-JN420351 California sea lion astrovirus 4 isolate 1136 nonstructural protein gene, complete cds; putative RNA-dependent RNA polymerase gene, partial cds; and capsid precursor protein gene, complete cds.-table4-Astroviridae-HMM81-541_84.0-ORF40
seq154	>nrnt-HQ916315 Bovine astrovirus B34/HK nsp1ab and nsp1a genes, partial cds; and capsid protein precursor, gene, complete cds.-table6-Astroviridae-HMM70-522_64.0-ORF25
seq155	>nrnt-HQ668143 Minke whale astrovirus 2 strain MH03-629 RNA-dependent RNA polymerase gene, partial cds; and capsid precursor and ORFX genes, complete cds.-table4-Astroviridae-HMM1-237_94.0-ORF6
seq156	>nrnt-HQ668129 Bottlenose dolphin astrovirus 3 strain Tt23 RNA-dependent RNA polymerase gene, partial cds; and capsid precursor and ORFX genes, complete cds.-table6-Astroviridae-HMM1-237_77.0-ORF8
seq157	>nrnt-HM756259 Astrovirus swine/PoAstV12-4/Canada/2006 RNA polymerase gene, partial cds; and capsid gene, complete cds.-table6-Astroviridae-HMM1-165_63.0-ORF4
seq158	>nrnt-HM447046 Astrovirus deer/CcAstV-2/DNK/2010 RNA-dependent RNA polymerase gene, partial cds; and capsid protein gene, complete cds.-table6-Astroviridae-HMM2-233_69.0-ORF6
seq159	>nrnt-HM447045 Astrovirus deer/CcAstV-1/DNK/2010 RNA-dependent RNA polymerase gene, partial cds; and capsid protein gene, complete cds.-table6-Astroviridae-HMM2-233_70.0-ORF5
seq160	>nrnt-HM450381 Astrovirus rat/RS118/HKG/2007 ORF1a (ORF1a) and ORF1b (ORF1b) genes, partial cds; and ORF2 (ORF2) gene, complete cds.-table4-Astroviridae-HMM70-533_83.0-ORF23
seq161	>nrnt-HM237363 Human astrovirus 6 isolate Katano, complete genome.-table6-Astroviridae-HMM66-526_86.0-ORF43
